eventTimestamp,userID,sessionID,platform,userCountry,realCurrencyAmount,realCurrencyAmount,realCurrencyType,,,,,,,,,,,,
2019-11-09,104517,8568b131-4f57-4968-b1f1-c7f6fec16d31,ANDROID,DE,1099,10.99,EUR,,,,,,,,,,,,
2019-11-09,105307,d0a2ac88-ce28-48b5-9544-2b28250701df,ANDROID,FR,549,5.49,EUR,,,,,,,,,,,,
2019-11-09,105655,a518c7b8-c4a9-42ae-9b3f-87e9a08fc4c4,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-09,105655,760584b2-b1d1-4755-b5cb-90111da1bec0,IOS,US,999,9.99,USD,,,,,,,,,,,,
2019-11-09,105668,f89c9ed2-d32c-43a1-a588-8887fd4fe631,ANDROID,DE,1099,10.99,EUR,,,,,,,,,,,,
2019-11-09,102318,09d6f5dd-9379-4697-9685-b731d10ab1f7,ANDROID,GB,1949,19.49,GBP,,,,,,,,,,,,
2019-11-09,105692,67cdfe59-3e8b-4100-9304-c62dc85a6164,ANDROID,FR,549,5.49,EUR,,,,,,,,,,,,
2019-11-09,102318,96bf9d38-6a5e-471c-ab7e-3c1c01e8ceff,ANDROID,GB,899,8.99,GBP,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,20057,89d7b94f-287b-454f-9340-0545587fbf2d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-09,105689,bad04af1-a829-4adc-afc2-d277e6f4387e,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-09,105628,59fee5db-497c-42c7-8e40-66a1cc12d9d7,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-09,105744,7d550ca2-6a01-46eb-9b76-de0982510c49,IOS,DK,4500,45,DKK,,,,,,,,,,,,
2019-11-09,105744,7d550ca2-6a01-46eb-9b76-de0982510c49,IOS,DK,4500,45,DKK,,,,,,,,,,,,
2019-11-09,105744,a23b5e7c-5ad9-4a95-ae85-da48df7ea98d,IOS,DK,8900,89,DKK,,,,,,,,,,,,
2019-11-09,105463,507de513-2ca1-41db-bf36-999a0a3644be,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-09,98757,a7f8acfc-e32e-49a5-93c0-ffebb69b8f7f,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-09,105291,9a16326d-a3aa-4ed6-83c7-9b61fe06e1aa,ANDROID,GB,949,9.49,GBP,,,,,,,,,,,,
2019-11-09,99127,17c184a2-c2fb-4d4e-abff-ab560c7a63ea,ANDROID,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-09,103379,7ad0d5d7-5049-4b6a-bfa9-4d35c10cafb9,ANDROID,AT,549,5.49,EUR,,,,,,,,,,,,
2019-11-09,105136,03893410-867b-46b3-b039-d70308c18f67,ANDROID,US,999,9.99,USD,,,,,,,,,,,,
2019-11-09,103379,7ad0d5d7-5049-4b6a-bfa9-4d35c10cafb9,ANDROID,AT,209,2.09,EUR,,,,,,,,,,,,
2019-11-09,105744,5e689da7-269c-4451-b7df-229afb476698,IOS,DK,12900,129,DKK,,,,,,,,,,,,
2019-11-09,102318,fa4cfe46-7dea-4f51-a584-bb30c00dd6f1,ANDROID,GB,1449,14.49,GBP,,,,,,,,,,,,
2019-11-09,103373,8bac81fe-8755-430a-b3db-a2d384884331,ANDROID,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-09,103373,8bac81fe-8755-430a-b3db-a2d384884331,ANDROID,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-09,105307,dd95717e-6056-40bc-ba3a-854129ad0386,ANDROID,FR,1099,10.99,EUR,,,,,,,,,,,,
2019-11-09,28806,078ed124-5fc9-40a2-a955-5f0a852dffe5,IOS,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-09,84622,0ecd5cf5-0516-40fd-8e47-8ece848cfead,IOS,DE,1699,16.99,EUR,,,,,,,,,,,,
2019-11-09,105291,6a55444c-4b00-4115-ad5d-780988fd4a75,ANDROID,GB,1449,14.49,GBP,,,,,,,,,,,,
2019-11-09,105870,79ea4146-8a41-4f33-b8ef-699f2ea00640,IOS,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-09,100768,a26b9ea3-a351-4572-8c21-5c6c6e8e6852,ANDROID,US,999,9.99,USD,,,,,,,,,,,,
2019-11-09,100768,a26b9ea3-a351-4572-8c21-5c6c6e8e6852,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-09,105701,1eee6405-344c-4955-9cd2-83fa7e7b6521,ANDROID,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-10,105655,c4e2f5ef-0db5-4d3d-ad81-046a80302971,IOS,US,1499,14.99,USD,,,,,,,,,,,,
2019-11-10,105655,c4e2f5ef-0db5-4d3d-ad81-046a80302971,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-10,101585,92cf4ef9-61a6-4ac3-a7df-359f278c3893,ANDROID,US,999,9.99,USD,,,,,,,,,,,,
2019-11-10,101585,92cf4ef9-61a6-4ac3-a7df-359f278c3893,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-10,105978,5decb5b3-8513-43d1-91ff-b633053cf868,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-10,105988,887413aa-b450-48fe-b24b-e5444f50f99b,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-10,105988,887413aa-b450-48fe-b24b-e5444f50f99b,IOS,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-10,105983,7a8dc015-0d03-439f-9e17-50d06611fd71,ANDROID,FR,549,5.49,EUR,,,,,,,,,,,,
2019-11-10,103925,fa95e016-e75b-4e7d-806a-b27f43bef4a2,ANDROID,AT,549,5.49,EUR,,,,,,,,,,,,
2019-11-10,103986,,IOS,,1249,12.49,USD,,,,,,,,,,,,
2019-11-10,20057,005d946e-bd41-4e8a-94bb-f2a813b1c060,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-10,20057,005d946e-bd41-4e8a-94bb-f2a813b1c060,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-10,20057,005d946e-bd41-4e8a-94bb-f2a813b1c060,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-10,20057,005d946e-bd41-4e8a-94bb-f2a813b1c060,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-10,20057,005d946e-bd41-4e8a-94bb-f2a813b1c060,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-10,20057,005d946e-bd41-4e8a-94bb-f2a813b1c060,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-10,105983,b1890950-ba32-46ee-8784-bbc949270a40,ANDROID,FR,1099,10.99,EUR,,,,,,,,,,,,
2019-11-10,103379,3aa4dfb1-a9cc-410d-bad1-22b9454455c5,ANDROID,AT,549,5.49,EUR,,,,,,,,,,,,
2019-11-10,21739,,IOS,,1249,12.49,USD,,,,,,,,,,,,
2019-11-10,105802,4b5d56b4-d961-4694-9963-dc9cc4be9a5c,ANDROID,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-10,106092,4bc78767-b82d-478f-b830-3009514ca4a2,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-10,106102,5c5cb4e5-6eed-4ada-b2ca-37b333a8890f,ANDROID,GB,459,4.59,GBP,,,,,,,,,,,,
2019-11-10,103981,80669af9-1410-4c05-bc1d-ffe80faa232c,ANDROID,BE,1099,10.99,EUR,,,,,,,,,,,,
2019-11-10,105988,ba047225-2580-47e0-942e-7103079b2407,IOS,US,999,9.99,USD,,,,,,,,,,,,
2019-11-10,105919,49a518a4-a598-43af-858d-6fdfc5222e69,ANDROID,US,1499,14.99,USD,,,,,,,,,,,,
2019-11-10,105919,49a518a4-a598-43af-858d-6fdfc5222e69,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-10,105987,52d9d5ca-d84e-4040-93ac-931105c8e292,IOS,BE,2199,21.99,EUR,,,,,,,,,,,,
2019-11-10,93066,fd7e10c6-d787-4b7f-8101-e495fee9f018,ANDROID,DE,1599,15.99,EUR,,,,,,,,,,,,
2019-11-10,106154,fc73392e-b9cb-46ef-b71e-aaec6f8dd208,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-10,105988,02fb32c2-d3ec-4513-831a-c4d40994547f,IOS,US,1499,14.99,USD,,,,,,,,,,,,
2019-11-10,105999,56913fb9-1a12-449a-b029-40450c4c9c90,IOS,US,999,9.99,USD,,,,,,,,,,,,
2019-11-10,104180,5737ecdf-ad55-4582-8bf0-c7235490ced9,ANDROID,GR,1499,14.99,USD,,,,,,,,,,,,
2019-11-10,106024,68dffe6f-09f1-41eb-a677-507e6b70fce9,IOS,DE,1699,16.99,EUR,,,,,,,,,,,,
2019-11-10,105221,25391b5b-e553-436c-823f-38f4e3f0a071,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-10,106234,71a3c779-8416-42c1-91d9-53b6a2eb155c,ANDROID,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-10,106234,71a3c779-8416-42c1-91d9-53b6a2eb155c,ANDROID,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-10,106171,9caeaaa8-a6fa-4615-91a6-47cac1bf3280,IOS,GB,499,4.99,GBP,,,,,,,,,,,,
2019-11-10,106234,71a3c779-8416-42c1-91d9-53b6a2eb155c,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-10,75431,7702601e-1dd1-4a8c-8b14-bec697f8fe59,ANDROID,BY,508,5.08,USD,,,,,,,,,,,,
2019-11-10,21595,,IOS,,1249,12.49,USD,,,,,,,,,,,,
2019-11-10,105221,37bfbea9-edc7-488a-bfb4-a305d1c9aaa3,ANDROID,US,999,9.99,USD,,,,,,,,,,,,
2019-11-10,105862,0d5437e0-82e6-43a2-82fe-8d822b9a1c40,IOS,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-10,105655,d6996552-c42c-4b8d-85e0-e5d2d79ccf94,IOS,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-10,91321,eabda43a-2e3b-4e33-9f38-931104dfd85b,IOS,US,199,1.99,USD,,,,,,,,,,,,
2019-11-10,75431,1992f8f1-ee83-42b6-b47c-d7b407412068,ANDROID,BY,996,9.96,USD,,,,,,,,,,,,
2019-11-10,105136,0405af1d-6b15-4f6a-9519-dab001741b73,ANDROID,US,999,9.99,USD,,,,,,,,,,,,
2019-11-10,103737,,ANDROID,,1399,13.99,EUR,,,,,,,,,,,,
2019-11-10,105862,804da9c5-f180-47b3-a51b-65ad31d7829b,IOS,DE,1099,10.99,EUR,,,,,,,,,,,,
2019-11-10,106310,dba4c8ca-22eb-4319-9a6b-29821bd58c7a,IOS,SE,5900,59,SEK,,,,,,,,,,,,
2019-11-10,100768,ed9c3a7a-42f6-4be0-81cc-9cc443b6f03f,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-11,105988,a93b1c89-c367-4bb0-98ae-00047224da8c,IOS,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-11,27829,2545399b-30a3-4c40-b239-bfa1c155b8b9,ANDROID,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-11,106371,df968153-1061-491c-8d54-bb40bdbdf476,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-11,105463,cb975fc4-a1c2-4760-b7f2-7316acd12d85,ANDROID,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-11,106311,22af092a-49e6-4b00-9eba-ffad18123f06,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-11,106234,ddeebf81-f11c-4b9a-b2c4-c822e78f2586,ANDROID,US,9999,99.99,USD,,,,,,,,,,,,
2019-11-11,100774,,ANDROID,,1249,12.49,USD,,,,,,,,,,,,
2019-11-11,24819,9bee7434-788b-453e-9b96-525257376902,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-11,92602,,ANDROID,,1299,12.99,EUR,,,,,,,,,,,,
2019-11-11,103379,dada2b02-16c4-4fda-8a2a-927db5a2ba6c,ANDROID,AT,209,2.09,EUR,,,,,,,,,,,,
2019-11-11,106324,90d0e508-7c05-4f16-a9fb-b3ce0bf852f7,ANDROID,BE,549,5.49,EUR,,,,,,,,,,,,
2019-11-11,106429,08eb56ae-ee98-433f-bced-b3fae2984e44,ANDROID,FR,549,5.49,EUR,,,,,,,,,,,,
2019-11-11,106092,9ab96fe8-50d7-4e48-8c6d-b3ad9cf33086,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-11,20057,07d10ca2-aaf8-4530-9157-bcad152a26fb,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-11,106501,91a745ca-cfb8-4fff-9a78-87b192f020b4,ANDROID,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-11,23067,,IOS,,1948,19.48,AUD,,,,,,,,,,,,
2019-11-11,106234,ef9ef830-4195-452d-a62b-ae49e2c51319,ANDROID,US,9999,99.99,USD,,,,,,,,,,,,
2019-11-11,106516,b7cbc2e1-5bc2-463c-b797-59d28e3da21e,ANDROID,FR,549,5.49,EUR,,,,,,,,,,,,
2019-11-11,106470,32165dc0-1e6d-4387-a4e7-3912ca9d11a9,ANDROID,NO,10900,109,NOK,,,,,,,,,,,,
2019-11-11,106470,32165dc0-1e6d-4387-a4e7-3912ca9d11a9,ANDROID,NO,5500,55,NOK,,,,,,,,,,,,
2019-11-11,106465,c6681d20-1a57-4969-9c62-ef35c1265890,IOS,FR,1099,10.99,EUR,,,,,,,,,,,,
2019-11-11,106337,52c6a102-599e-44ee-ac19-43b044eeb68d,ANDROID,DK,4200,42,DKK,,,,,,,,,,,,
2019-11-11,98460,8ca3d932-e349-4406-8253-c10a051633e7,ANDROID,BR,4099,40.99,BRL,,,,,,,,,,,,
2019-11-11,106337,57869842-e2e0-4020-8dee-e45544121c70,ANDROID,DK,4100,41,DKK,,,,,,,,,,,,
2019-11-11,106234,f15aa084-e36c-45ba-9a05-b4818415ea8c,ANDROID,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-11,106619,68a43205-3377-477a-a4d7-4a3701f194b2,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-11,106597,45ca5e54-223f-43eb-aaed-d7919f8614a4,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-11,20057,cd4aedfb-8c79-4123-9ea3-4366925a1c01,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-11,20057,cd4aedfb-8c79-4123-9ea3-4366925a1c01,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-11,20057,cd4aedfb-8c79-4123-9ea3-4366925a1c01,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-11,20057,cd4aedfb-8c79-4123-9ea3-4366925a1c01,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-11,20057,cd4aedfb-8c79-4123-9ea3-4366925a1c01,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-11,20057,cd4aedfb-8c79-4123-9ea3-4366925a1c01,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-11,20057,cd4aedfb-8c79-4123-9ea3-4366925a1c01,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-11,106681,65da9647-d879-476d-bf4b-ea221cac5667,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-11,35559,0527f1ac-7a5b-4978-aec1-e87a1871f7b0,ANDROID,AU,159,1.59,AUD,,,,,,,,,,,,
2019-11-12,35559,0527f1ac-7a5b-4978-aec1-e87a1871f7b0,ANDROID,AU,1599,15.99,AUD,,,,,,,,,,,,
2019-11-12,106681,fb001db3-e69a-4455-a4ba-b59ebcfcde2b,IOS,US,999,9.99,USD,,,,,,,,,,,,
2019-11-12,106686,a0c7bdcd-d5f6-4c12-9a5b-e3fdc87540ab,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-12,106428,04b541b4-6286-4f71-953c-5b39fedef8aa,IOS,AU,1499,14.99,AUD,,,,,,,,,,,,
2019-11-12,23282,,IOS,,1948,19.48,AUD,,,,,,,,,,,,
2019-11-12,106737,29003d47-007e-4aeb-8114-adf423661349,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-12,106428,ce3e4004-3f72-4502-8e03-c32963b4ac80,IOS,AU,1499,14.99,AUD,,,,,,,,,,,,
2019-11-12,20057,48b2af75-ae7b-41e4-8cec-89b60c9434a8,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-12,20057,48b2af75-ae7b-41e4-8cec-89b60c9434a8,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-12,20057,48b2af75-ae7b-41e4-8cec-89b60c9434a8,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-12,20057,48b2af75-ae7b-41e4-8cec-89b60c9434a8,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-12,20057,48b2af75-ae7b-41e4-8cec-89b60c9434a8,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-12,20057,48b2af75-ae7b-41e4-8cec-89b60c9434a8,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-12,20057,38e65766-982c-41c9-8607-7b2afe5bef99,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-12,104768,9af0489b-f189-40a5-8a04-a6278e903b94,ANDROID,DE,1599,15.99,EUR,,,,,,,,,,,,
2019-11-12,106171,b76460d1-ae5f-46f9-83f0-71ccf433867d,IOS,GB,999,9.99,GBP,,,,,,,,,,,,
2019-11-12,106806,c584fc09-1b9c-424c-8b53-0111f00f1bdc,ANDROID,SE,499,4.99,USD,,,,,,,,,,,,
2019-11-12,106799,670f4f4c-0199-468b-a6d5-accf78b45262,ANDROID,AU,799,7.99,AUD,,,,,,,,,,,,
2019-11-12,106799,670f4f4c-0199-468b-a6d5-accf78b45262,ANDROID,AU,1599,15.99,AUD,,,,,,,,,,,,
2019-11-12,106779,2bce9d4f-c5fd-4129-8ab6-8a996f6ca553,ANDROID,US,199,1.99,USD,,,,,,,,,,,,
2019-11-12,106806,6ba3517e-3bd4-4169-a677-7a5bfdb84856,ANDROID,SE,999,9.99,USD,,,,,,,,,,,,
2019-11-12,20057,6da2af72-d47f-469b-b6e3-c616eefd8758,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-12,92765,,ANDROID,,1399,13.99,EUR,,,,,,,,,,,,
2019-11-12,85440,b6fb9ece-e54a-48ea-8af3-444db46d6515,ANDROID,CA,1999,19.99,CAD,,,,,,,,,,,,
2019-11-12,105655,,IOS,,1249,12.49,USD,,,,,,,,,,,,
2019-11-12,106921,bc585cc0-715e-42d9-9f24-5f40b160f1eb,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-12,107007,dcbfc2f0-52f6-41b0-8cdc-b59382caac09,IOS,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-12,106234,5302d75b-853d-455e-95d1-a863f9b4196a,ANDROID,US,1499,14.99,USD,,,,,,,,,,,,
2019-11-12,105473,356ca7a9-0f58-4608-a6b1-c3c04c3f286f,IOS,US,199,1.99,USD,,,,,,,,,,,,
2019-11-13,35559,6c1ccf01-2beb-46b4-8374-fb1c47fa6411,ANDROID,AU,2399,23.99,AUD,,,,,,,,,,,,
2019-11-13,105664,9dba285e-5820-4b29-9d33-ab7e1e2ec663,ANDROID,AU,799,7.99,AUD,,,,,,,,,,,,
2019-11-13,107059,841df33b-65b8-4901-87ec-6b1e37019589,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-13,107059,7448f07c-d8f9-4224-9db3-9d048282ab00,IOS,US,999,9.99,USD,,,,,,,,,,,,
2019-11-13,107093,43a0a867-3f42-423c-9512-e37ce83f8953,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-13,106252,f6da667f-8673-4161-ad15-6b3f56024871,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-13,106607,cf869f78-eb08-4a8d-9d1f-edae8568d7f9,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-13,106607,cf869f78-eb08-4a8d-9d1f-edae8568d7f9,IOS,US,1499,14.99,USD,,,,,,,,,,,,
2019-11-13,106607,cf869f78-eb08-4a8d-9d1f-edae8568d7f9,IOS,US,999,9.99,USD,,,,,,,,,,,,
2019-11-13,106171,,IOS,,1149,11.49,GBP,,,,,,,,,,,,
2019-11-13,20057,f30288fb-b5cd-4619-a9cd-133a3dc50eb2,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,107148,020e9902-046a-43b1-9dfc-d0a8cdc1b13a,ANDROID,GB,459,4.59,GBP,,,,,,,,,,,,
2019-11-13,107168,38e3d0c1-a2c7-4162-9a4a-b879918451c2,IOS,GB,499,4.99,GBP,,,,,,,,,,,,
2019-11-13,24284,,ANDROID,,1998,19.98,AUD,,,,,,,,,,,,
2019-11-13,107164,0790fada-ce10-4e0c-ba22-b1c993a63f67,ANDROID,DK,4200,42,DKK,,,,,,,,,,,,
2019-11-13,20057,0c49bea1-6a9a-4206-98c9-dfe8591f6490,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,0c49bea1-6a9a-4206-98c9-dfe8591f6490,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,107186,1f80f37b-5554-4bb0-a848-671d42739de1,ANDROID,GB,459,4.59,GBP,,,,,,,,,,,,
2019-11-13,107010,34522013-4dbd-460c-a107-e00e052ca267,ANDROID,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-13,106806,b17ab25e-89c6-4d20-a162-87801d5e4d82,ANDROID,SE,1499,14.99,USD,,,,,,,,,,,,
2019-11-13,106234,,ANDROID,,1249,12.49,USD,,,,,,,,,,,,
2019-11-13,107260,6151140d-30a8-432a-bce0-946475d0029c,ANDROID,US,499,4.99,USD,,,,,,,,,,,,
2019-11-13,107010,2ea54b8a-b9ba-455d-bc55-860963df049b,ANDROID,DE,1599,15.99,EUR,,,,,,,,,,,,
2019-11-13,20057,d3a765a1-8a20-4bbf-b4cc-8afd62a4ed3d,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,107014,b2283386-3c09-432a-829e-fda8c1b8863a,ANDROID,US,1999,19.99,USD,,,,,,,,,,,,
2019-11-13,106630,2636f5fd-d40f-4393-99e9-3b84f859ccd2,ANDROID,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-13,107007,f3d65854-0b5a-45e9-a6e0-5aaa2b9eaac9,IOS,DE,1099,10.99,EUR,,,,,,,,,,,,
2019-11-13,107298,d611124b-1fc3-40ce-aa3c-9b327badc9bb,IOS,US,499,4.99,USD,,,,,,,,,,,,
2019-11-13,105802,2395db81-350d-476f-84b4-7976e4067744,ANDROID,DE,549,5.49,EUR,,,,,,,,,,,,
2019-11-13,25142,1edc90dd-322e-42ff-bde2-f2919dfdd281,ANDROID,US,1499,14.99,USD,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,82e3d4d9-734a-4192-b357-38de981260ee,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,c0e21cf8-3aa5-40c6-b9d5-a464803ee257,IOS,US,0,0,NA,,,,,,,,,,,,
2019-11-13,20057,c0e21cf8-3aa5-40c6-b9d5-a464803ee257,IOS,US,0,0,NA,,,,,,,,,,,,
